338,Solrock,440,55,165,125,220,PU
340,Whiscash,468,60,138,136,254,PU
348,Armaldo,495,45,170,115,255,PU
351,Castform,420,70,140,140,210,PU
354,Banette,455,63,180,148,192,PU
356,Dusclops,455,25,95,85,300,PU
357,Tropius,460,51,119,123,269,PU
358,Chimecho,425,50,115,160,215,PU
362,Glalie,480,80,160,160,240,PU
365,Walrein,530,65,145,160,290,PU
367,Huntail,485,52,156,146,235,PU
368,Gorebyss,485,52,136,166,235,PU
369,Relicanth,485,45,145,100,295,PU
370,Luvdisc,330,30,127,137,163,PU
375,Metang,420,50,125,105,240,PU
378,Regice,580,50,100,150,380,PU
391,Monferno,405,52,159,159,168,PU
394,Prinplup,405,50,116,131,208,PU
400,Bibarel,410,55,156,126,199,PU
402,Kricketune,384,51,150,120,179,PU
405,Luxray,523,70,190,165,238,PU
409,Rampardos,495,50,223,123,207,PU
411,Bastiodon,495,30,82,77,366,PU
414,Mothim,424,50,160,160,170,PU
416,Vespiquen,474,40,120,120,274,PU
417,Pachirisu,405,45,140,140,220,PU
419,Floatzel,495,50,220,200,190,PU
421,Cherrim,450,60,145,172,218,PU
426,Drifblim,498,44,160,170,248,PU
428,Lopunny,480,54,181,159,245,PU
432,Purugly,452,59,194,176,194,PU
441,Chatot,411,42,156,183,163,PU
444,Gabite,410,50,172,132,188,PU
455,Carnivine,454,46,146,136,218,PU
457,Lumineon,460,69,160,160,231,PU
463,Lickilicky,515,50,135,130,300,PU
470,Leafeon,525,60,205,155,260,PU
471,Glaceon,525,60,125,195,270,PU
476,Probopass,525,40,95,115,355,PU
477,Dusknoir,525,45,145,110,315,PU
486,Regigigas,670,80,260,180,330,PU
489,Phione,480,80,160,160,240,PU
496,Servine,413,60,143,143,210,PU
505,Watchog,420,60,162,137,198,PU
508,Stoutland,500,45,190,125,265,PU
512,Simisage,498,63,199,199,201,PU
514,Simisear,498,63,199,199,201,PU
516,Simipour,498,63,199,199,201,PU
521,Unfezant,488,55,208,158,215,PU
523,Zebstrika,497,63,216,196,201,PU
526,Gigalith,515,25,160,85,295,PU
528,Swoobat,425,55,171,191,177,PU
531,Audino,445,50,110,110,275,PU
542,Leavanny,500,70,195,162,235,PU
550,Basculin,460,55,190,178,190,PU
552,Krokorok,351,45,156,119,150,PU
556,Maractus,461,60,146,166,209,PU
558,Crustle,475,45,140,110,270,PU
576,Gothitelle,490,55,120,160,275,PU
578,Duosion,370,30,70,155,175,PU
581,Swanna,473,63,185,185,201,PU
584,Vanilluxe,535,79,174,189,251,PU
586,Sawsbuck,475,60,195,155,220,PU
587,Emolga,428,60,178,178,175,PU
600,Klang,440,50,130,120,240,PU
606,Beheeyem,485,40,115,165,245,PU
611,Fraxure,410,40,184,107,186,PU
614,Beartic,485,50,160,120,255,PU
615,Cryogonal,485,30,155,200,235,PU
618,Stunfisk,471,32,98,113,292,PU
624,Pawniard,340,40,145,100,155,PU
626,Bouffalant,490,40,165,95,285,PU
629,Vullaby,370,45,115,105,210,PU
631,Heatmor,484,65,162,170,217,PU
634,Zweilous,420,58,143,123,212,PU
651,Quilladin,405,56,135,113,214,PU
673,Gogoat,531,62,168,165,266,PU
676,Furfrou,472,60,182,167,225,PU
702,Dedenne,431,57,159,182,191,PU
703,Carbink,500,50,100,100,350,PU
705,Sliggoo,452,53,135,143,234,PU
709,Trevenant,474,56,166,121,243,PU
713,Avalugg,514,28,145,72,325,PU
711,Gourgeist,494,58,174,142,262,PU
711,Gourgeist-Small,494,58,184,157,252,PU
711,Gourgeist-Large,494,58,164,127,272,PU
711,Gourgeist-Super,494,54,154,112,282,PU
678,Meowstic-M,466,48,152,187,231,PU
678,Meowstic-F,466,48,152,187,231,PU
479,Rotom-F,520,65,151,191,264,PU
479,Rotom-S,520,65,151,191,264,PU
413,Wormadam-Plant,424,36,95,115,250,PU
413,Wormadam-Sandy,424,36,115,95,250,PU
413,Wormadam-Trash,424,36,105,105,250,PU
